drug_a,drug_b,label
DB08907,DB02187,0
DB13879,DB05990,0
DB08896,DB01200,0
DB00379,DB01367,1
DB09237,DB00799,0
DB00792,DB08808,1
DB00533,DB12874,0
DB00706,DB01026,1
DB00495,DB06712,1
DB00264,DB00914,1
DB00346,DB01087,1
DB11693,DB01275,0
DB01400,DB09280,0
DB05154,DB00753,0
DB03756,DB01472,0
DB00959,DB00982,0
DB05541,DB01012,0
DB00910,DB04076,0
DB01072,DB01210,0
DB05812,DB06144,1
DB00694,DB01274,0
DB00317,DB12235,0
DB00675,DB13174,1
DB00696,DB06148,1
DB03783,DB08864,1
DB01611,DB04871,1
DB00425,DB01191,1
DB00213,DB00949,1
DB00367,DB00969,0
DB01028,DB11689,1
DB01228,DB00327,0
DB01410,DB01587,0
DB00330,DB00947,0
DB01134,DB11614,0
DB01411,DB00322,0
DB01198,DB00365,0
DB09183,DB01223,0
DB00612,DB01096,0
DB00333,DB01087,1
DB00969,DB03010,0
DB00440,DB01217,1
DB00248,DB04839,1
DB00209,DB00608,1
DB04070,DB01192,0
DB01873,DB00195,0
DB00762,DB01074,1
DB00593,DB00946,0
DB04884,DB08901,1
DB00877,DB01223,1
DB00315,DB00603,0
DB06781,DB00501,0
DB11791,DB00810,0
DB01029,DB08860,1
DB01303,DB03010,1
DB09030,DB03783,0
DB01403,DB11979,1
DB12466,DB01400,0
DB00224,DB00924,1
DB01166,DB05154,0
DB01253,DB09227,1
DB01472,DB06228,0
DB00330,DB01028,1
DB06729,DB08860,1
DB12674,DB09099,0
DB09183,DB01283,0
DB00752,DB00960,1
DB00806,DB00969,1
DB01072,DB01183,1
DB06695,DB04842,0
DB00724,DB00559,0
DB00353,DB01395,1
DB00759,DB00687,0
DB00622,DB01114,1
DB01117,DB00382,0
DB01054,DB06730,1
DB00277,DB00465,1
DB00839,DB04854,0
DB01191,DB01211,0
DB00261,DB00384,1
DB00862,DB01039,1
DB00496,DB09099,0
DB00316,DB01217,0
DB00563,DB13179,1
DB04070,DB00779,0
DB01094,DB08798,0
DB00425,DB04840,1
DB12874,DB09123,0
DB01100,DB09224,1
DB01412,DB04911,0
DB01032,DB01045,0
DB00778,DB00976,1
DB01136,DB06777,1
DB01076,DB01232,1
DB11837,DB00374,0
DB00444,DB01067,1
DB00188,DB09291,1
DB00530,DB01233,1
DB11967,DB00751,0
DB01411,DB00591,0
DB00227,DB00612,1
DB00620,DB11823,0
DB08933,DB01211,0
DB00628,DB00545,0
DB00827,DB01177,0
DB00472,DB01098,1
DB00934,DB11963,1
DB08867,DB09299,0
DB03701,DB00472,0
DB01039,DB12147,1
DB09101,DB11614,1
DB00374,DB00455,1
DB00744,DB00977,1
DB12001,DB00554,0
DB00440,DB06712,1
DB00568,DB01104,1
DB00378,DB00969,0
DB05219,DB01087,0
DB00877,DB01338,0
DB01667,DB00374,0
DB01171,DB00351,0
DB00677,DB04911,0
DB00799,DB00248,0
DB13879,DB00888,0
DB01079,DB11757,1
DB00444,DB06803,1
DB00792,DB01238,1
DB00972,DB08808,1
DB00714,DB08860,1
DB00444,DB01058,1
DB00568,DB01028,1
DB01393,DB11978,1
DB00471,DB04832,1
DB11828,DB01224,0
DB00425,DB01303,1
DB00472,DB01357,1
DB11791,DB09204,0
DB00201,DB00494,0
DB00752,DB11689,1
DB06419,DB00841,0
DB00180,DB00574,0
DB06781,DB00799,0
DB01096,DB01380,0
DB09095,DB00966,0
DB00539,DB00850,0
DB00845,DB01210,0
DB00959,DB01295,0
DB01126,DB00927,0
DB11614,DB00528,0
DB06401,DB00762,0
DB11828,DB06702,0
DB09389,DB06729,0
DB00208,DB00396,1
DB00787,DB08798,0
DB09167,DB06412,0
DB11682,DB11560,0
DB09198,DB00956,0
DB00482,DB01409,1
DB00622,DB01029,1
DB00773,DB05708,1
DB00381,DB09099,0
DB00496,DB12582,0
DB00163,DB09291,0
DB12301,DB00751,0
DB00356,DB00448,1
DB00532,DB06268,1
DB01601,DB09048,1
DB00384,DB01065,1
DB06414,DB11967,1
DB00317,DB01166,1
DB00908,DB12235,1
DB00751,DB00976,1
DB08502,DB01264,0
DB00820,DB01228,0
DB00476,DB00933,1
DB06678,DB08881,1
DB00358,DB00705,1
DB09083,DB00392,0
DB09296,DB01319,0
DB01601,DB08901,1
DB09071,DB09102,0
DB04884,DB11943,0
DB04838,DB00184,0
DB00444,DB00843,1
DB00661,DB09054,1
DB00737,DB12218,0
DB09204,DB09224,1
DB00778,DB04896,1
DB01118,DB04652,1
DB00379,DB00904,1
DB00382,DB04841,1
DB01224,DB00337,0
DB00805,DB11757,1
DB00409,DB01129,0
DB01062,DB00283,0
DB00787,DB11757,1
DB00304,DB00549,1
DB00726,DB01095,1
DB00444,DB00617,1
DB00378,DB00173,0
DB01628,DB01685,1
DB00799,DB08931,1
DB01587,DB00663,0
DB00193,DB01611,1
DB00530,DB01026,1
DB00554,DB09124,0
DB00330,DB04977,1
DB00776,DB01165,0
DB01198,DB05154,0
DB11672,DB04216,0
DB00454,DB11757,1
DB01764,DB00851,0
DB00530,DB13179,1
DB00188,DB01058,1
DB04856,DB04938,1
DB01587,DB11652,1
DB01405,DB00240,0
DB12329,DB12130,0
DB01263,DB09073,1
DB03701,DB11586,0
DB00802,DB06267,1
DB00741,DB00896,0
DB01114,DB04572,0
DB00857,DB09241,1
DB01142,DB05990,1
DB00374,DB00714,1
DB00496,DB01014,0
DB01685,DB12245,1
DB00176,DB12887,1
DB00214,DB06605,1
DB00675,DB00792,1
DB00163,DB04844,0
DB01628,DB01764,0
DB00454,DB12010,1
DB11979,DB01268,0
DB00412,DB00530,1
DB00712,DB01254,0
DB01026,DB09290,1
DB00377,DB01177,1
DB00440,DB00675,1
DB00724,DB00642,0
DB13158,DB04832,0
DB00661,DB00744,1
DB06603,DB09128,1
DB04957,DB11837,1
DB04825,DB00353,0
DB00759,DB13919,0
DB00953,DB01037,1
DB01577,DB01132,0
DB00495,DB11560,1
DB11697,DB00253,0
DB09238,DB11886,1
DB00396,DB00721,0
DB00444,DB00629,0
DB09073,DB11672,1
DB03701,DB09095,0
DB06729,DB11978,1
DB00549,DB01041,1
DB00381,DB01259,1
DB04725,DB00557,0
DB00422,DB09101,0
DB00337,DB01295,0
DB00621,DB08860,1
DB00627,DB11689,1
DB09327,DB06725,0
DB01126,DB04911,0
DB00414,DB06636,1
DB00346,DB11718,1
DB00486,DB01411,1
DB06774,DB04842,0
DB00503,DB06691,1
DB00705,DB08907,1
DB04889,DB06626,1
DB00169,DB00425,1
DB01591,DB00694,0
DB01134,DB00266,0
DB00384,DB04894,0
DB00338,DB01595,0
DB00471,DB09101,1
DB09013,DB09095,0
DB00932,DB04841,1
DB06700,DB01094,0
DB01412,DB09290,1
DB00784,DB00863,1
DB00532,DB09049,0
DB08804,DB00545,0
DB06730,DB06691,0
DB00315,DB04630,0
DB00477,DB00674,1
DB01210,DB00978,0
DB00365,DB12020,0
DB00471,DB00752,1
DB00799,DB00324,0
DB11791,DB00323,0
DB00773,DB12235,1
DB00752,DB01274,1
DB00714,DB01232,1
DB00252,DB01062,1
DB00862,DB09227,1
DB05239,DB00700,0
DB00224,DB00279,1
DB04946,DB06412,1
DB09204,DB12693,1
DB00843,DB00857,1
DB00593,DB01211,1
DB13879,DB01137,0
DB00857,DB06702,1
DB00482,DB01645,1
DB00762,DB00543,0
DB02703,DB02709,0
DB00475,DB06228,0
DB00328,DB00818,1
DB01050,DB04894,0
DB00501,DB00740,1
DB00243,DB00501,1
DB06678,DB11672,1
DB01295,DB00620,0
DB00335,DB01086,1
DB00818,DB04572,1
DB00530,DB00695,1
DB00379,DB03010,0
DB01039,DB06774,1
DB00810,DB01645,0
DB00381,DB11672,1
DB00472,DB11682,0
DB09237,DB00261,0
DB00745,DB09013,0
DB01103,DB00494,0
DB12978,DB04356,0
DB00731,DB12005,1
DB00370,DB06636,1
DB01395,DB01134,0
DB01035,DB01295,1
DB03701,DB11979,0
DB00261,DB00180,0
DB11613,DB02134,0
DB00982,DB04841,0
DB00622,DB06282,1
DB00104,DB00694,0
DB01074,DB13874,1
DB00193,DB08912,1
DB00845,DB00862,1
DB06335,DB12301,1
DB00191,DB01068,0
DB00663,DB09167,0
DB00530,DB04840,1
DB00439,DB01191,1
DB00663,DB11886,0
DB00445,DB06203,0
DB01036,DB01472,1
DB01098,DB04884,1
DB00806,DB09327,0
DB01126,DB00486,0
DB03783,DB06512,1
DB00947,DB00490,0
DB06702,DB01117,0
DB01418,DB01126,0
DB00261,DB11995,0
DB00374,DB01079,1
DB01259,DB00843,0
DB01195,DB13174,1
DB03701,DB00216,0
DB06636,DB06702,1
DB09290,DB11619,0
DB09017,DB00173,0
DB01261,DB12245,1
DB00877,DB09299,1
DB00549,DB09061,1
DB01228,DB04871,1
DB06212,DB03783,0
DB00802,DB04911,0
DB00773,DB01211,1
DB00335,DB00563,0
DB01103,DB00378,0
DB01087,DB12235,1
DB01590,DB01190,0
DB11737,DB01171,0
DB00758,DB01406,1
DB00744,DB11737,0
DB06282,DB07615,0
DB06781,DB00324,0
DB01233,DB06268,0
DB00736,DB08827,0
DB01559,DB00304,0
DB06292,DB01086,0
DB04652,DB01275,0
DB01405,DB01198,0
DB00696,DB00209,0
DB11575,DB00422,0
DB00799,DB00437,0
DB08811,DB09039,1
DB01263,DB12130,1
DB09030,DB12612,0
DB00575,DB06335,1
DB11737,DB00612,0
DB01388,DB04884,1
DB11963,DB01405,0
DB00818,DB12371,1
DB03756,DB09101,0
DB04938,DB08901,1
DB06401,DB01097,0
DB01222,DB00201,0
DB09030,DB00289,0
DB01013,DB09048,1
DB00213,DB00891,0
DB00439,DB00799,1
DB09299,DB01134,0
DB01623,DB01007,0
DB12141,DB11942,0
DB01263,DB02187,1
DB09030,DB09090,0
DB00850,DB05990,1
DB01400,DB01595,0
DB00575,DB00279,0
DB11693,DB01595,0
DB12010,DB01194,0
DB00205,DB00549,0
DB02703,DB09101,1
DB01409,DB00744,0
DB01253,DB00672,0
DB00545,DB05814,0
DB01136,DB09095,0
DB01007,DB00307,0
DB11855,DB00817,0
DB00672,DB01595,0
DB00603,DB01095,1
DB00214,DB01028,1
DB05219,DB00264,0
DB00487,DB00813,0
DB09030,DB00846,0
DB01165,DB00737,0
DB00575,DB09054,1
DB00337,DB08907,0
DB00304,DB04896,1
DB00792,DB00866,1
DB03515,DB00945,0
DB01259,DB06738,1
DB12466,DB00527,0
DB08895,DB13179,1
DB00978,DB01221,0
DB01068,DB11581,1
DB01065,DB13158,0
DB01134,DB00834,0
DB01601,DB09128,1
DB00328,DB04911,1
DB09054,DB09079,1
DB00843,DB04574,1
DB00412,DB01026,1
DB00687,DB00518,0
DB00233,DB06701,0
DB01065,DB00694,0
DB00468,DB01576,1
DB00316,DB00496,1
DB00317,DB00951,1
DB01065,DB00796,0
DB00443,DB11652,1
DB00982,DB01645,0
DB00776,DB00687,0
DB00918,DB06292,0
DB11751,DB01406,0
DB00472,DB04216,1
DB04630,DB01037,0
DB08860,DB09213,1
DB00661,DB00993,1
DB01166,DB08896,1
DB06282,DB12978,0
DB01320,DB01764,1
DB00468,DB00862,1
DB01173,DB09053,1
DB00414,DB00234,0
DB01177,DB05541,1
DB00208,DB03783,1
DB00655,DB00184,0
DB00708,DB13179,1
DB00978,DB01412,1
DB01114,DB01167,1
DB01118,DB01173,1
DB01007,DB01191,0
DB00317,DB00330,1
DB00425,DB01067,1
DB01357,DB05109,1
DB01355,DB08901,0
DB04557,DB06626,0
DB00628,DB06712,1
DB01155,DB00968,0
DB00612,DB01263,1
DB00448,DB04829,1
DB00227,DB11942,1
DB01395,DB09073,1
DB01132,DB06201,0
DB00731,DB00865,0
DB06203,DB12218,0
DB09053,DB11679,1
DB00758,DB01394,0
DB00377,DB01131,1
DB00530,DB00642,1
DB01065,DB01032,0
DB00730,DB00845,0
DB00559,DB01195,1
DB00173,DB00721,0
DB00330,DB01337,0
DB03010,DB00208,0
DB00352,DB00740,0
DB00294,DB00188,0
DB06210,DB09225,1
DB12267,DB13879,1
DB00792,DB01656,0
DB09090,DB00888,0
DB00333,DB07615,1
DB00866,DB01183,0
DB01032,DB09101,1
DB00289,DB00956,0
DB00977,DB11652,1
DB01097,DB01117,1
DB00320,DB02134,0
DB00717,DB00802,1
DB00590,DB01181,1
DB04977,DB00528,0
DB00482,DB00622,1
DB06729,DB09128,1
DB00773,DB01166,1
DB00554,DB06595,0
DB00857,DB00976,1
DB09238,DB11652,1
DB01393,DB12612,1
DB00736,DB00708,0
DB01264,DB04908,1
DB00866,DB01394,0
DB09280,DB00487,0
DB01609,DB03701,0
DB00972,DB09238,1
DB09185,DB13179,1
DB00779,DB11689,1
DB00846,DB00656,0
DB00700,DB01264,1
DB02187,DB00527,0
DB04828,DB09054,0
DB00947,DB12026,0
DB01059,DB01595,0
DB00374,DB06693,0
DB01873,DB12466,0
DB00209,DB04861,1
DB01409,DB00250,0
DB01297,DB00367,0
DB09290,DB09030,0
DB00227,DB00580,1
DB00685,DB12218,0
DB01054,DB04856,1
DB01007,DB08860,0
DB01050,DB01611,1
DB00346,DB00353,1
DB00495,DB01320,1
DB08910,DB12141,1
DB00589,DB11915,1
DB01065,DB11672,1
DB11855,DB00367,0
DB02703,DB03783,1
DB00773,DB00818,1
DB00297,DB00699,1
DB11679,DB12267,1
DB01072,DB01176,1
DB00465,DB00857,1
DB00773,DB09183,1
DB00758,DB01198,1
DB00810,DB01058,0
DB11560,DB12005,1
DB11613,DB06774,0
DB00872,DB01380,1
DB01667,DB04070,1
DB00233,DB01236,0
DB12874,DB01595,0
DB01412,DB06212,0
DB01369,DB00805,0
DB00185,DB05814,0
DB00758,DB09166,1
DB01410,DB03783,1
DB00656,DB03783,1
DB00627,DB00740,0
DB00988,DB12457,0
DB09017,DB09198,0
DB09245,DB02187,0
DB00266,DB00549,1
DB00674,DB00997,1
DB00675,DB11979,1
DB00982,DB09048,1
DB00589,DB00675,1
DB00208,DB06803,1
DB12329,DB05990,0
DB03515,DB00861,0
DB00414,DB00184,0
DB00553,DB00851,1
DB00831,DB09297,0
DB08811,DB11817,0
DB11689,DB06741,0
DB01095,DB01624,1
DB06218,DB01064,0
DB05239,DB12471,0
DB01074,DB01100,1
DB00467,DB00623,0
DB00185,DB12245,1
DB00187,DB00496,1
DB01175,DB06595,1
DB00316,DB00866,1
DB06777,DB01191,0
DB06603,DB06726,1
DB00706,DB00976,1
DB01201,DB00694,0
DB00603,DB06268,1
DB01134,DB09227,1
DB00663,DB00575,0
DB01058,DB11730,1
DB00588,DB01098,1
DB02134,DB06626,1
DB00381,DB01142,1
DB04839,DB09034,1
DB01103,DB06419,1
DB00744,DB00843,1
DB01026,DB01136,1
DB00227,DB05271,1
DB00737,DB08808,1
DB00976,DB01181,1
DB00330,DB04938,1
DB00104,DB11951,0
DB01097,DB05239,0
DB00530,DB00836,1
DB01035,DB04871,1
DB06725,DB11586,1
DB01223,DB02187,0
DB08882,DB11942,1
DB00322,DB04574,1
DB00401,DB11886,0
DB01297,DB09185,1
DB08907,DB05814,0
DB00180,DB04889,0
DB11697,DB01138,0
DB00370,DB06712,1
DB08798,DB08846,0
DB01264,DB05109,1
DB09123,DB01357,0
DB00370,DB11837,1
DB01392,DB11718,1
DB00330,DB01472,1
DB00788,DB08798,1
DB00334,DB11753,1
DB01117,DB01136,1
DB08864,DB08901,1
DB06605,DB09227,1
DB01192,DB01050,0
DB01096,DB04946,1
DB00193,DB11652,1
DB00897,DB00352,0
DB00619,DB06210,1
DB09235,DB00338,0
DB01062,DB00712,0
DB00796,DB00574,0
DB00586,DB00932,1
DB01628,DB09173,1
DB04825,DB01472,0
DB04861,DB08995,0
DB00951,DB11963,1
DB03515,DB00621,0
DB01405,DB01245,0
DB00730,DB12005,0
DB00806,DB13179,1
DB11560,DB00358,0
DB01357,DB00877,0
DB08804,DB00288,0
DB00330,DB00574,1
DB00845,DB08933,0
DB00740,DB04840,0
DB06774,DB09083,0
DB12301,DB08846,0
DB00976,DB05271,1
DB05294,DB08807,0
DB00277,DB01263,1
DB00568,DB00977,1
DB01195,DB01224,1
DB00433,DB04920,1
DB02703,DB09185,1
DB01166,DB06691,1
DB01394,DB02709,0
DB00188,DB01621,1
DB00382,DB01173,1
DB06636,DB00851,0
DB00224,DB00593,1
DB05812,DB11817,0
DB06144,DB11915,1
DB00309,DB01263,1
DB01072,DB05271,1
DB00744,DB01095,1
DB00277,DB01044,1
DB00335,DB08912,0
DB00564,DB01114,1
DB00549,DB00764,0
DB00675,DB00951,1
DB05109,DB09330,1
DB12471,DB00663,0
DB00255,DB01412,0
DB02709,DB09101,0
DB01211,DB09101,1
DB01194,DB06287,0
DB04725,DB08864,1
DB01873,DB01168,0
DB11995,DB09555,0
DB01384,DB11614,0
DB01228,DB01621,1
DB12301,DB00346,0
DB09299,DB00391,0
DB00988,DB08502,0
DB04572,DB09048,1
DB00379,DB00454,1
DB01412,DB09299,0
DB00215,DB02134,1
DB00758,DB01076,1
DB00392,DB01086,0
DB00444,DB00590,1
DB09063,DB11730,1
DB00951,DB01396,1
DB00184,DB00273,0
DB01319,DB00378,0
DB00381,DB08882,1
DB00736,DB06148,0
DB00468,DB01037,1
DB00361,DB00736,0
DB00549,DB09213,1
DB01193,DB01264,1
DB00118,DB01406,0
DB00361,DB06207,0
DB11952,DB01131,0
DB00307,DB01132,1
DB01591,DB05239,0
DB08865,DB08873,1
DB06693,DB06077,0
DB00863,DB00960,1
DB00571,DB06419,1
DB00554,DB01195,1
DB09213,DB00445,0
DB04898,DB06237,1
DB01065,DB02134,1
DB00317,DB01590,1
DB01098,DB01211,1
DB00687,DB00872,1
DB12329,DB00388,0
DB00477,DB00627,1
DB01210,DB00850,0
DB01039,DB01406,1
DB04889,DB08808,1
DB00863,DB01195,1
DB04844,DB12005,1
DB08807,DB11614,1
DB09245,DB11574,0
DB09053,DB00268,0
DB00439,DB01174,1
DB00277,DB04946,1
DB00531,DB04977,1
DB09274,DB01367,0
DB01129,DB09167,1
DB01264,DB09224,0
DB00533,DB09101,1
DB00365,DB01406,1
DB01087,DB04838,1
DB01171,DB04557,0
DB09290,DB01708,0
DB01096,DB00802,0
DB00227,DB01036,1
DB01086,DB00864,0
DB00338,DB04861,1
DB05812,DB06218,0
DB12245,DB12332,1
DB00615,DB04216,0
DB00533,DB09290,1
DB00471,DB01177,1
DB04844,DB12278,0
DB00518,DB12319,1
DB00619,DB00896,0
DB00377,DB01601,1
DB11737,DB09245,0
DB12267,DB00850,0
DB01248,DB09099,1
DB00669,DB04839,0
DB01228,DB01181,0
DB01275,DB00792,0
DB01165,DB09273,1
DB00193,DB00675,1
DB00486,DB12597,1
DB09299,DB01210,0
DB00173,DB01104,0
DB00934,DB01096,1
DB02703,DB09065,1
DB01359,DB08901,1
DB00891,DB13874,1
DB04839,DB01044,0
DB04216,DB12543,0
DB00778,DB06218,1
DB00619,DB00323,0
DB06725,DB00234,0
DB00496,DB00532,1
DB08804,DB01165,0
DB00224,DB08922,1
DB01114,DB06595,1
DB00531,DB09099,1
DB00700,DB00277,0
DB00668,DB09039,1
DB00818,DB01032,1
DB01095,DB03783,1
DB00571,DB00953,1
DB01232,DB05814,0
DB00736,DB01129,1
DB01054,DB00324,0
DB00201,DB04920,0
DB00208,DB01064,0
DB01076,DB01544,1
DB13158,DB01183,0
DB11757,DB01208,0
DB00956,DB01406,1
DB01142,DB02489,1
DB00205,DB01201,0
DB00554,DB01075,1
DB12978,DB01261,0
DB00343,DB01100,1
DB11581,DB11679,1
DB00559,DB00827,0
DB00912,DB06803,0
DB00227,DB00724,0
DB00352,DB06414,0
DB08811,DB08875,0
DB00860,DB00802,0
DB06292,DB00465,0
DB00384,DB06803,1
DB00749,DB09124,0
DB09225,DB09274,0
DB00674,DB00705,1
DB00731,DB00904,1
DB06729,DB00392,0
DB04908,DB09185,1
DB01183,DB01064,0
DB00176,DB09290,1
DB00402,DB11837,1
DB00655,DB01037,0
DB09049,DB00378,0
DB01544,DB06741,1
DB00439,DB00976,1
DB09166,DB11718,1
DB00194,DB12978,0
DB06777,DB00914,0
DB11574,DB12245,0
DB00805,DB00857,1
DB00402,DB01275,1
DB01591,DB00615,0
DB00356,DB01118,1
DB09330,DB12332,1
DB04725,DB08798,1
DB04652,DB04889,0
DB00177,DB06419,0
DB01190,DB12218,0
DB04839,DB13174,0
DB05885,DB01210,0
DB01167,DB11574,1
DB00949,DB01126,0
DB06207,DB00338,0
DB00468,DB00543,1
DB04835,DB00358,0
DB01587,DB12026,0
DB01263,DB09223,1
DB01232,DB09225,1
DB06817,DB00163,0
DB12319,DB00906,0
DB01337,DB12267,0
DB06726,DB04630,0
DB04825,DB13174,0
DB00205,DB06292,0
DB00173,DB12093,0
DB01041,DB01132,0
DB00184,DB01104,1
DB00622,DB01167,1
DB01007,DB00839,0
DB08882,DB09389,1
DB00533,DB11737,0
DB08901,DB09213,1
DB01195,DB09061,1
DB01384,DB00865,0
DB00361,DB01406,1
DB06152,DB00484,0
DB00381,DB11837,0
DB06287,DB11952,1
DB01029,DB00240,0
DB09216,DB00850,0
DB04977,DB11823,0
DB01026,DB11730,1
DB00215,DB00590,1
DB01047,DB04871,0
DB11672,DB12161,1
DB01357,DB00209,0
DB00448,DB00946,1
DB04552,DB00751,0
DB12978,DB00933,0
DB00169,DB11672,1
DB12001,DB00465,0
DB00250,DB00304,1
DB02489,DB12612,0
DB09225,DB11855,0
DB12026,DB01035,0
DB00706,DB04871,1
DB00379,DB00575,1
DB04070,DB09039,1
DB00185,DB01238,1
DB01130,DB00297,0
DB06729,DB08877,1
DB00482,DB00543,1
DB01405,DB11751,0
DB00409,DB09065,1
DB12147,DB01074,0
DB00475,DB01211,0
DB12010,DB00234,0
DB00365,DB01628,1
DB00444,DB08873,1
DB00494,DB01045,1
DB00764,DB09280,0
DB00973,DB09049,0
DB01047,DB11652,1
DB00752,DB04845,0
DB00309,DB00205,0
DB00220,DB11823,1
DB09389,DB00998,0
DB00191,DB04896,1
DB00711,DB00589,0
DB01223,DB09099,1
DB09297,DB01096,0
DB11619,DB06267,0
DB00663,DB08865,1
DB00104,DB01198,1
DB00911,DB08815,0
DB00582,DB06803,1
DB00508,DB01283,0
DB01200,DB00163,0
DB06412,DB00422,0
DB00476,DB00324,0
DB01357,DB01192,0
DB00864,DB01224,1
DB00672,DB04856,1
DB00250,DB00277,1
DB00598,DB09296,1
DB00806,DB01137,1
DB00486,DB11689,1
DB01232,DB11619,1
DB00914,DB00454,0
DB00857,DB00933,1
DB00439,DB08880,1
DB00185,DB01075,1
DB01559,DB01601,1
DB09102,DB09389,0
DB01014,DB12245,0
DB00374,DB00532,1
DB00998,DB00412,0
DB00425,DB01098,1
DB00482,DB08502,1
DB00486,DB01232,1
DB00627,DB00448,0
DB13919,DB01263,0
DB04070,DB00656,0
DB06729,DB09053,1
DB00486,DB11614,1
DB00737,DB06603,1
DB01094,DB00724,0
DB00872,DB09079,1
DB00872,DB12978,1
DB12513,DB04977,0
DB01217,DB00749,0
DB00553,DB06626,1
DB09039,DB03701,0
DB04557,DB11751,0
DB00904,DB01181,1
DB00588,DB00549,0
DB00320,DB12887,1
DB09273,DB00444,0
DB00655,DB00973,0
DB00532,DB00675,1
DB08811,DB12713,0
DB04846,DB00956,0
DB00335,DB00934,1
DB08995,DB01002,0
DB00806,DB06594,1
DB09123,DB09225,0
DB00201,DB09124,0
DB00827,DB09273,1
DB00623,DB00911,0
DB01621,DB06152,0
DB01303,DB11581,0
DB00338,DB06712,1
DB00909,DB11757,1
DB08865,DB00810,0
DB04557,DB11995,1
DB01242,DB01591,1
DB00363,DB05708,1
DB00169,DB01238,1
DB08827,DB06292,0
DB00758,DB00831,1
DB00959,DB12548,0
DB00818,DB01095,1
DB00787,DB00414,0
DB00365,DB00788,1
DB00501,DB06605,1
DB00978,DB01667,1
DB09238,DB12267,1
DB01026,DB09216,1
DB01007,DB00545,0
DB04911,DB11915,1
DB04884,DB01259,0
DB04825,DB04894,0
DB00705,DB04842,1
DB00173,DB00545,0
DB06817,DB00598,0
DB08864,DB11652,1
DB04908,DB09065,1
DB06777,DB00352,0
DB01873,DB01472,0
DB11921,DB00574,0
DB00918,DB01232,1
DB04841,DB12693,1
DB09227,DB01007,0
DB00731,DB08865,1
DB00661,DB09273,1
DB00557,DB00947,0
DB01032,DB01176,0
DB01076,DB09048,1
DB09290,DB01590,0
DB12329,DB00679,0
DB00608,DB00932,1
DB00250,DB06691,0
DB06789,DB12483,1
DB00201,DB00352,0
DB11915,DB08502,0
DB00195,DB01087,1
DB00353,DB00744,0
DB00227,DB01412,0
DB04871,DB09173,1
DB00969,DB04076,1
DB00575,DB01095,1
DB01194,DB00589,0
DB00924,DB11796,0
DB00455,DB01076,1
DB06287,DB12301,1
DB00214,DB03756,1
DB00850,DB04076,1
DB00857,DB05708,1
DB00539,DB04572,0
DB06401,DB08820,0
DB00555,DB00205,0
DB00543,DB11574,0
DB00978,DB00960,0
DB05109,DB01058,0
DB04356,DB12371,0
DB01411,DB06636,1
DB06152,DB01217,0
DB03575,DB00741,0
DB01392,DB09053,1
DB01131,DB09288,1
DB01611,DB01764,0
DB00910,DB06603,0
DB04920,DB11979,1
DB00530,DB09167,1
DB00169,DB00205,0
DB00700,DB06781,0
DB01410,DB09290,0
DB00863,DB11967,1
DB00906,DB00598,0
DB00279,DB00475,0
DB01418,DB06203,0
DB01175,DB00724,0
DB01118,DB06700,1
DB01544,DB00997,0
DB05885,DB06781,0
DB00590,DB00872,1
DB00730,DB01405,1
DB00568,DB00484,0
DB00539,DB05812,0
DB09034,DB00213,0
DB04838,DB00494,0
DB00924,DB00184,0
DB00862,DB01103,1
DB00674,DB00731,1
DB01037,DB04725,1
DB04838,DB00532,0
DB00440,DB11828,0
DB00545,DB09198,0
DB04884,DB05109,1
DB00532,DB11560,1
DB01191,DB12005,1
DB00620,DB11942,0
DB01198,DB03010,1
DB05812,DB01355,0
DB00914,DB11575,0
DB00553,DB00904,1
DB00193,DB01580,1
DB01058,DB00440,0
DB01384,DB06691,0
DB00675,DB01087,1
DB00193,DB08502,0
DB00623,DB01211,0
DB06401,DB00104,0
DB08846,DB01580,0
DB01405,DB13174,1
DB01576,DB09195,1
DB09195,DB00381,0
DB00911,DB09185,1
DB00270,DB00448,1
DB00469,DB06738,1
DB09245,DB13874,0
DB01609,DB09297,1
DB06077,DB04894,0
DB09227,DB09330,1
DB01152,DB04557,0
DB00656,DB00724,0
DB01173,DB04846,1
DB00784,DB00934,1
DB00724,DB01595,0
DB06148,DB00677,0
DB04828,DB01611,0
DB00270,DB00317,1
DB00277,DB00706,1
DB01393,DB00677,0
DB00778,DB01167,1
DB01041,DB01645,1
DB00334,DB00993,1
DB09017,DB06212,0
DB02703,DB00655,0
DB00622,DB00814,1
DB00531,DB01175,1
DB00851,DB05039,0
DB01405,DB00841,0
DB00358,DB00582,1
DB00240,DB08877,0
DB00395,DB09123,0
DB00712,DB04794,0
DB00173,DB01406,0
DB00401,DB01095,1
DB00270,DB09053,1
DB01685,DB00199,0
DB12218,DB01168,0
DB00617,DB00253,0
DB01264,DB01536,1
DB01214,DB09048,0
DB01131,DB12693,0
DB04070,DB00849,0
DB11963,DB00817,0
DB00773,DB06594,1
DB00726,DB00857,1
DB00530,DB00574,1
DB01058,DB04861,1
DB00351,DB08846,0
DB00530,DB00998,1
DB00243,DB08827,1
DB00209,DB12332,1
DB00412,DB01079,1
DB06401,DB00571,0
DB00250,DB01406,1
DB05246,DB11967,1
DB00960,DB11837,1
DB09238,DB08798,0
DB00907,DB11757,1
DB00619,DB08846,0
DB00697,DB01369,0
DB01245,DB12457,0
DB01118,DB04884,1
DB00857,DB09204,1
DB01406,DB09232,1
